requirement_id,priority,implementation_status,source_document,source_line,source_section,text,verification_method,owner,release_gate,external_validation_status,waiver_status,waiver_expiration,implementation_files,test_ids,test_result_evidence_paths,dependency_ids,epic_ids,notes
ARCEVT-003,P1,VERIFIED,20-architecture/205_event_driven_workflows.md,38,4. Normative requirements,"Retries shall distinguish transient, capacity, policy, invalid-input, and deterministic-algorithm failures.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/events.py"",""src/sip/operations.py"",""src/sip/database.py"",""schemas/events"",""migrations/versions/0008_complete_event_envelope.py""]","[""tests/contract/test_event_architecture.py::test_transactional_outbox_emits_complete_payload_hashed_envelope""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCEVT-004,P1,VERIFIED,20-architecture/205_event_driven_workflows.md,39,4. Normative requirements,Workflow state shall survive process restart and orchestrator failover.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/events.py"",""src/sip/operations.py"",""src/sip/database.py"",""schemas/events"",""migrations/versions/0008_complete_event_envelope.py""]","[""tests/contract/test_event_architecture.py::test_unregistered_producer_and_sensitive_payload_fail_before_outbox_write""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCEVT-005,P1,VERIFIED,20-architecture/205_event_driven_workflows.md,40,4. Normative requirements,Dead-letter items shall expose remediation and safe replay controls.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/events.py"",""src/sip/operations.py"",""src/sip/database.py"",""schemas/events"",""migrations/versions/0008_complete_event_envelope.py""]","[""tests/contract/test_event_architecture.py::test_retry_and_dead_letter_policy_is_bounded_and_requires_remediation""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCIAM-001,P0,VERIFIED,20-architecture/206_identity_tenancy_permissions.md,36,4. Normative requirements,"Every request shall be authorized using authenticated principal, tenant, project, action, resource classification, purpose, and relevant consent.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/auth.py"",""src/sip/policy.py"",""src/sip/api.py"",""src/sip/tenancy.py""]","[""tests/contract/test_api_contract.py::test_cross_tenant_api_scope_is_denied_without_disclosure"",""tests/contract/test_governed_hybrid_api.py::test_hybrid_api_rejects_body_scope_mismatch_before_admission"",""tests/contract/test_spatial_truth_api.py::test_assertion_reads_require_project_authorization_even_without_linked_evidence"",""tests/contract/test_spatial_truth_api.py::test_derivation_api_idempotency_is_tenant_scoped"",""tests/contract/test_spatial_truth_api.py::test_evidence_and_assertion_reads_enforce_server_side_audience_purpose_and_scope"",""tests/unit/test_assets_policy.py::test_arciam_001_server_side_tenant_project_purpose_and_sensitive_policy""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/unit.xml""]","[""DATA-002""]","[""IAM-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCIAM-002,P0,NOT_STARTED,20-architecture/206_identity_tenancy_permissions.md,37,4. Normative requirements,Service identities shall use short-lived credentials and cannot impersonate users without explicit delegated context.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCIAM-002""]",[],"[""DATA-002""]","[""IAM-001""]",
ARCIAM-003,P1,NOT_STARTED,20-architecture/206_identity_tenancy_permissions.md,38,4. Normative requirements,"Tenant isolation tests shall cover database, object storage, queues, caches, search, logs, and GPU scratch.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCIAM-003""]",[],"[""DATA-002""]","[""IAM-001""]",
ARCIAM-004,P1,NOT_STARTED,20-architecture/206_identity_tenancy_permissions.md,39,4. Normative requirements,"Share links shall have scope, expiry, revocation, watermark policy, and access logs.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCIAM-004""]",[],"[""DATA-002""]","[""IAM-001""]",
ARCIAM-005,P1,NOT_STARTED,20-architecture/206_identity_tenancy_permissions.md,40,4. Normative requirements,Permission changes shall invalidate cached access decisions within a bounded interval.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCIAM-005""]",[],"[""DATA-002""]","[""IAM-001""]",
ARCSYNC-001,P0,NOT_STARTED,20-architecture/207_offline_first_sync.md,36,4. Normative requirements,The mobile app shall survive termination after every finalized frame/segment boundary without losing accepted data.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCSYNC-001""]",[],"[""CAP-003"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-006"",""PLT-001""]",
ARCSYNC-002,P0,VERIFIED,20-architecture/207_offline_first_sync.md,37,4. Normative requirements,Upload shall resume without retransmitting verified chunks.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/assets.py"",""src/sip/api.py"",""src/sip/database.py""]","[""tests/unit/test_assets_policy.py::test_multipart_upload_records_verified_chunks_resumes_and_blocks_unverified_publication""]","[""build/reports/test-matrix.json"",""build/reports/tests/unit.xml""]","[""CAP-003"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-006"",""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCSYNC-003,P1,NOT_STARTED,20-architecture/207_offline_first_sync.md,38,4. Normative requirements,The server shall deduplicate identical assets without exposing cross-tenant existence information.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCSYNC-003""]",[],"[""CAP-003"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-006"",""PLT-001""]",
ARCSYNC-004,P1,NOT_STARTED,20-architecture/207_offline_first_sync.md,39,4. Normative requirements,A device shall verify server receipt and root-manifest integrity before offering local purge.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCSYNC-004""]",[],"[""CAP-003"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-006"",""PLT-001""]",
ARCSYNC-005,P1,NOT_STARTED,20-architecture/207_offline_first_sync.md,40,4. Normative requirements,Clock drift and time-zone ambiguity shall be recorded rather than silently normalized.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCSYNC-005""]",[],"[""CAP-003"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-006"",""PLT-001""]",
ARCOBS-001,P0,VERIFIED,20-architecture/208_observability.md,36,4. Normative requirements,"Logs shall be structured and include release, service, tenant-safe context, trace, operation, outcome, and stable error code.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/observability.py"",""src/sip/api.py"",""src/sip/operations.py"",""infrastructure/observability""]","[""tests/contract/test_observability.py::test_error_responses_include_safe_correlation_and_retryability"",""tests/contract/test_observability.py::test_log_redaction_removes_credentials_and_large_binary_payloads"",""tests/contract/test_observability.py::test_metrics_use_route_templates_and_security_headers"",""tests/contract/test_observability.py::test_structured_logs_include_required_safe_context_without_raw_identifiers"",""tests/contract/test_observability_infrastructure.py::test_local_collector_is_non_exporting_and_privacy_filtered"",""tests/contract/test_observability_infrastructure.py::test_observability_profile_is_hardened_and_digest_pinned""]","[""build/reports/infrastructure-static-validation.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""PLT-001"",""REC-001""]","[""OPS-002""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCOBS-002,P0,VERIFIED,20-architecture/208_observability.md,37,4. Normative requirements,Metrics shall identify model/checkpoint and capture profile without leaking personal or facility-identifying values.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/observability.py"",""src/sip/api.py"",""src/sip/operations.py"",""infrastructure/observability""]","[""tests/contract/test_observability.py::test_invalid_request_id_and_content_length_are_bounded"",""tests/contract/test_observability.py::test_metrics_use_route_templates_and_security_headers"",""tests/contract/test_observability.py::test_operation_depth_inflight_and_retry_metrics_are_governed"",""tests/contract/test_observability.py::test_worker_and_quality_metrics_use_only_governed_low_cardinality_labels"",""tests/contract/test_observability_infrastructure.py::test_kubernetes_workers_are_scrapeable_only_through_observability_policy"",""tests/contract/test_observability_infrastructure.py::test_prometheus_scrapes_every_api_and_isolated_worker"",""tests/contract/test_observability_infrastructure.py::test_workers_publish_metrics_without_broadening_compute_permissions""]","[""build/reports/infrastructure-static-validation.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""PLT-001"",""REC-001""]","[""OPS-002""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCOBS-003,P1,VERIFIED,20-architecture/208_observability.md,38,4. Normative requirements,"Distributed traces shall connect ingest, orchestration, worker, storage, validation, and publication.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/observability.py"",""src/sip/api.py"",""src/sip/operations.py"",""infrastructure/observability""]","[""tests/contract/test_worker_protocol.py::test_invalid_trace_context_is_rejected_before_operation_persistence"",""tests/contract/test_worker_protocol.py::test_trace_context_is_durable_and_cryptographically_bound_to_worker_lease""]","[""build/reports/infrastructure-static-validation.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""PLT-001"",""REC-001""]","[""OPS-002""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCOBS-004,P1,VERIFIED,20-architecture/208_observability.md,39,4. Normative requirements,"Quality dashboards shall show drift, coverage, residuals, confidence distribution, failed regions, and comparison to prior versions.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/observability.py"",""src/sip/api.py"",""src/sip/operations.py"",""infrastructure/observability""]","[""tests/contract/test_observability.py::test_worker_and_quality_metrics_use_only_governed_low_cardinality_labels"",""tests/contract/test_observability_infrastructure.py::test_quality_dashboard_and_alerts_cover_required_operational_signals""]","[""build/reports/infrastructure-static-validation.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""PLT-001"",""REC-001""]","[""OPS-002""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCOBS-005,P1,NOT_STARTED,20-architecture/208_observability.md,40,4. Normative requirements,Audit events shall be append-only and protected from ordinary support modification.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCOBS-005""]",[],"[""PLT-001"",""REC-001""]","[""OPS-002""]",
ARCRES-001,P0,NOT_STARTED,20-architecture/209_failure_domains_and_resilience.md,36,4. Normative requirements,"Each component shall declare blast radius, retry safety, recovery point, recovery time, and degraded behavior.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCRES-001""]",[],"[""OPS-001"",""OPS-003"",""PLT-001"",""REC-001""]","[""OPS-002"",""OPS-004""]",
ARCRES-002,P0,NOT_STARTED,20-architecture/209_failure_domains_and_resilience.md,37,4. Normative requirements,Worker resource exhaustion shall terminate the job without terminating shared control-plane services.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCRES-002""]",[],"[""OPS-001"",""OPS-003"",""PLT-001"",""REC-001""]","[""OPS-002"",""OPS-004""]",
ARCRES-003,P1,NOT_STARTED,20-architecture/209_failure_domains_and_resilience.md,38,4. Normative requirements,Object-store write success shall be followed by hash verification before database publication.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCRES-003""]",[],"[""OPS-001"",""OPS-003"",""PLT-001"",""REC-001""]","[""OPS-002"",""OPS-004""]",
ARCRES-004,P1,NOT_STARTED,20-architecture/209_failure_domains_and_resilience.md,39,4. Normative requirements,Index outage shall fall back to bounded metadata navigation rather than returning unauthorized or stale results.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCRES-004""]",[],"[""OPS-001"",""OPS-003"",""PLT-001"",""REC-001""]","[""OPS-002"",""OPS-004""]",
ARCRES-005,P1,NOT_STARTED,20-architecture/209_failure_domains_and_resilience.md,40,4. Normative requirements,Provider-region failure shall not trigger unapproved cross-region data movement.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCRES-005""]",[],"[""OPS-001"",""OPS-003"",""PLT-001"",""REC-001""]","[""OPS-002"",""OPS-004""]",
ARCADR-001,P0,VERIFIED,20-architecture/210_architecture_decisions.md,36,4. Normative requirements,"An ADR shall link to requirements, risks, benchmarks, and source evidence.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""docs/adr"",""docs/adr/index.json"",""governance/risk-register.json""]","[""tests/contract/test_governance_registers.py::test_adr_index_links_requirements_risks_benchmarks_source_and_exit_strategy""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""docs/adr/index.json""]",[],"[""FND-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCADR-002,P0,VERIFIED,20-architecture/210_architecture_decisions.md,37,4. Normative requirements,A vendor choice shall include an exit and export strategy.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""docs/adr"",""docs/adr/index.json"",""governance/risk-register.json""]","[""tests/contract/test_governance_registers.py::test_adr_index_links_requirements_risks_benchmarks_source_and_exit_strategy""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""docs/adr/index.json""]",[],"[""FND-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCADR-003,P1,VERIFIED,20-architecture/210_architecture_decisions.md,38,4. Normative requirements,"A model ADR shall include license, checkpoint, hardware, benchmark, operating envelope, and fallback.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""docs/adr"",""docs/adr/index.json"",""governance/risk-register.json""]","[""tests/contract/test_governance_registers.py::test_adr_index_links_requirements_risks_benchmarks_source_and_exit_strategy""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""docs/adr/index.json""]",[],"[""FND-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCADR-004,P1,NOT_STARTED,20-architecture/210_architecture_decisions.md,39,4. Normative requirements,Security and privacy reviewers shall approve decisions that expand data use or trust boundaries.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCADR-004""]",[],[],"[""FND-001""]",
ARCADR-005,P1,VERIFIED,20-architecture/210_architecture_decisions.md,40,4. Normative requirements,CI shall validate ADR identifiers and links referenced by schemas or code ownership files.,Automated test,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""docs/adr"",""docs/adr/index.json"",""governance/risk-register.json""]","[""tests/contract/test_governance_registers.py::test_adr_index_links_requirements_risks_benchmarks_source_and_exit_strategy""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""docs/adr/index.json""]",[],"[""FND-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCHHYB-001,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,162,9. Normative requirements,"SIP shall implement hybrid representation through isolated control, provider, quarantine, validation, publication, and runtime boundaries.",Architecture and deployment test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/contract/test_governed_hybrid_api.py::test_hybrid_service_manifests_isolate_provider_control_publication_and_runtime_boundaries""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-002,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,163,9. Normative requirements,"Only the representation publisher shall attach an accepted derivative to a scene commit, and publication shall be atomic.",Authorization and transaction test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/contract/test_governed_hybrid_api.py::test_hybrid_service_manifests_isolate_provider_control_publication_and_runtime_boundaries"",""tests/integration/test_governed_hybrid.py::test_quarantine_independent_validation_atomic_publication_and_view_reauthorization""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-003,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,164,9. Normative requirements,"Provider workers shall have no permission to modify source evidence, assertions, consent, authority labels, or accepted scene revisions.",Least-privilege test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/contract/test_governed_hybrid_api.py::test_governed_hybrid_api_admits_quarantines_validates_publishes_and_issues_binding_only_view"",""tests/integration/test_governed_hybrid.py::test_conversion_admission_worker_scope_progress_idempotency_and_cancel""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-004,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,165,9. Normative requirements,"Unknown, expired, or incompatible provider policy shall fail closed before source asset access.",Negative policy test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/integration/test_governed_hybrid.py::test_provider_admission_denials_fail_closed_and_retain_safe_evidence"",""tests/integration/test_governed_hybrid.py::test_provider_descriptor_revision_promotion_and_tamper_fail_closed""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-005,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,166,9. Normative requirements,Generated outputs shall enter a quarantine store and shall not be served to customer runtimes before validation.,Security integration test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/integration/test_governed_hybrid.py::test_candidate_role_size_validation_and_profile_integrity_fail_closed"",""tests/integration/test_governed_hybrid.py::test_quarantine_independent_validation_atomic_publication_and_view_reauthorization""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-006,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,167,9. Normative requirements,Sensitive construction and LiveForever data shall remain within an approved deployment and egress boundary.,Data-flow and egress test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/integration/test_governed_hybrid.py::test_provider_admission_denials_fail_closed_and_retain_safe_evidence"",""tests/integration/test_governed_hybrid.py::test_spatial_classification_signals_raise_the_floor_and_block_sensitive_external_egress""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-007,P0,IMPLEMENTED_UNVERIFIED,20-architecture/211_hybrid_representation_services.md,168,9. Normative requirements,A provider or compiler failure shall not mutate canonical source assets or the last accepted representation.,Fault-injection and rollback test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/hybrid.py"",""src/sip/representations.py"",""src/sip/operations.py"",""src/sip/api.py"",""src/sip/database.py"",""services/provider-registry"",""services/representation-api"",""migrations/versions/0011_governed_hybrid_representation.py""]","[""tests/integration/test_governed_hybrid.py::test_provider_failure_retains_cleanup_evidence_and_preserves_published_binding""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/integration.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
ARCHHYB-008,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,169,9. Normative requirements,"The runtime shall select assets by role, branch, audience, device capability, and intended use rather than file extension.",Runtime selection test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-008""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
ARCHHYB-009,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,170,9. Normative requirements,"Collision, navigation, occlusion, and display derivatives shall be independently replaceable and versioned.",Component replacement test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-009""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
ARCHHYB-010,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,171,9. Normative requirements,Provider adapters shall remain outside domain schemas and shall conform to a stable provider SDK.,Adapter conformance test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-010""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
ARCHHYB-011,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,172,9. Normative requirements,"Local-only, hybrid, managed-cloud, and manual-external modes shall share the same operation and provenance contracts.",Cross-profile contract test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-011""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
